vm_name,host_name,cluster_name,vm_power_state,vm_memory,vm_max_memory_usage,vm_cpu,vm_max_cpu_usage,percentage_memory,vm_vgpu_memory_mb,random_vgpu_memory,percentage_vgpu,percentage_cpu
ARLQ-PLA-001483,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,2779,0,0
ARLQ-PLA-001483,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,12259,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,14085,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,5663,0,0
ARLQ-PLA-001476,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,3685,0,0
ARLQ-PLA-001404,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,4827,0,0
ARLQ-PLA-001373,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,4096,8,5590,0,16384,5444,0,0
ARLQ-PLA-001303,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,10380,0,0
ARLQ-PLA-001443,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4747,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3258,0,0
ARLQ-PLA-001446,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,14341,0,0
ARLQ-PLA-001338,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,10375,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,3117,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,8105,0,0
ARLQ-PLA-001436,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,6434,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,16038,0,0
ARLQ-PLA-001338,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,2325,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,7789,0,0
ARLQ-PLA-001303,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3874,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,10184,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,12292,0,0
ARLQ-PLA-001442,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,11531,0,0
ARLQ-PLA-001447,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,3170,0,0
ARLQ-PLA-001303,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,790,0,0
ARLQ-PLA-001391,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3074,0,0
ARLQ-PLA-001282,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3345,0,0
ARLQ-PLA-001436,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,1750,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,5899,0,0
ARLQ-PLA-001303,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,15986,0,0
ARLQ-PLA-001282,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,14702,0,0
ARLQ-PLA-001330,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,8192,7223,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,13194,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3134,0,0
ARLQ-PLA-001442,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10254,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,9258,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3910,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,15999,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,11764,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,12844,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,15147,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,6643,0,0
ARLQ-PLA-001446,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,8645,0,0
ARLQ-PLA-001417,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,8800,1,4096,2497,0,0
ARLQ-PLA-001330,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,8192,1744,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,6257,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,5804,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,6581,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,6507,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4699,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,13911,0,0
ARLQ-PLA-001407,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,7155,0,0
ARLQ-PLA-001317,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,2433,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,15691,0,0
ARLQ-PLA-001331,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,1993,0,0
ARLQ-PLA-001417,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,8800,1,4096,3344,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,2399,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,7116,0,0
ARLQ-PLA-001436,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,8060,0,0
ARLQ-PLA-001331,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,1082,0,0
ARLQ-PLA-001330,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,8192,6087,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,7609,0,0
ARLQ-PLA-001324,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,14920,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,1486,0,0
ARLQ-PLA-001330,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,8192,2091,0,0
ARLQ-PLA-001436,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,2513,0,0
ARLQ-PLA-001330,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,8192,4368,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,12459,0,0
ARLQ-PLA-001319,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,68,0,0
ARLQ-PLA-001326,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,3619,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,1326,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10757,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,8636,0,0
ARLQ-PLA-001319,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,8419,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3005,0,0
ARLQ-PLA-001307,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,10893,0,0
ARLQ-PLA-001305,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,2081,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,20,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4722,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10531,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,15527,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10413,0,0
ARLQ-PLA-001324,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,11499,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,8643,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,9400,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,10223,0,0
ARLQ-PLA-001324,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,4123,0,0
ARLQ-PLA-001319,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,6451,0,0
ARLQ-PLA-001331,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,67,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,7279,0,0
ARLQ-PLA-001407,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,13854,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,6023,0,0
ARLQ-PLA-001324,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,4432,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,9578,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,12901,0,0
ARLQ-PLA-001282,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,15018,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,7014,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,11183,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,1839,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,2942,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,8202,0,0
ARLQ-PLA-001331,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,1309,0,0
ARLQ-PLA-001282,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,2936,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4127,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,4478,0,0
ARLQ-PLA-001324,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,1988,0,0
ARLQ-PLA-001407,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,10978,0,0
ARLQ-PLA-001402,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,376,0,0
ARLQ-PLA-001417,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,16384,4,8800,1,4096,3634,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,14725,0,0
ARLQ-PLA-001392,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,7821,0,0
ARLQ-PLA-001317,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,13792,0,0
ARLQ-PLA-001437,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,4,0,0,4096,2986,0,0
ARLQ-PLA-001404,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,16064,0,0
ARLQ-PLA-001327,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,16384,4,11180,1,4096,2967,0,0
ARLQ-PLA-001405,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,10559,0,0
ARLQ-PLA-001338,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,14202,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4583,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,375,0,0
ARLQ-PLA-001362,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,11501,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,4387,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,6311,0,0
ARLQ-PLA-001438,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,1340,0,0
ARLQ-PLA-001469,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,8800,1,4096,557,0,0
ARLQ-PLA-001476,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10356,0,0
ARLQ-PLA-001476,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,9635,0,0
ARLQ-PLA-001397,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,5602,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,1274,0,0
ARLQ-PLA-001446,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,13114,0,0
ARLQ-PLA-001330,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,8192,1156,0,0
ARLQ-PLA-001471,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,15910,0,0
ARLQ-PLA-001478,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,5436,0,0
ARLQ-PLA-001474,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,8800,1,4096,2904,0,0
ARLQ-PLA-001471,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,14641,0,0
ARLQ-PLA-001391,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,4863,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,12317,0,0
ARLQ-PLA-001330,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,8192,5060,0,0
ARLQ-PLA-001362,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,13832,0,0
ARLQ-PLA-001342,hyp-140.x.omega.nebula,ECOM-01,poweredOff,16384,4096,4,5590,0,4096,1690,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,13955,0,0
ARLQ-PLA-001407,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,10892,0,0
ARLQ-PLA-001303,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,5816,0,0
ARLQ-PLA-001282,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,4316,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,9948,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,10660,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,12000,0,0
ARLQ-PLA-001442,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,5466,0,0
ARLQ-PLA-001417,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,8800,1,4096,162,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,8,0,0
ARLQ-PLA-001417,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,8800,1,4096,758,0,0
ARLQ-PLA-001446,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,7460,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,179,0,0
ARLQ-PLA-001456,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,6491,0,0
ARLQ-PLA-001333,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,12254,0,0
ARLQ-PLA-001436,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,153,0,0
ARLQ-PLA-001323,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,16384,8,22360,1,16384,1034,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10361,0,0
ARLQ-PLA-001443,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10621,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4719,0,0
ARLQ-PLA-001224,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,0,4,0,0,8192,4265,0,0
ARLQ-PLA-001279,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,16384,4,11180,1,4096,1203,0,0
ARLQ-PLA-001385,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,4096,8,5590,0,16384,14299,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,6914,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,9378,0,0
ARLQ-PLA-001361,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,0,8,0,0,16384,10805,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,139,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,7334,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,9333,0,0
ARLQ-PLA-001446,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,12316,0,0
ARLQ-PLA-001282,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,4711,0,0
ARLQ-PLA-001331,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,4052,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4579,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,10216,0,0
ARLQ-PLA-001331,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,1467,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,12825,0,0
ARLQ-PLA-001442,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,7628,0,0
ARLQ-PLA-001446,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,12330,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,660,0,0
ARLQ-PLA-001303,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,6818,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,9923,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,13920,0,0
ARLQ-PLA-001398,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,13403,0,0
ARLQ-PLA-001443,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,12680,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,4924,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,9261,0,0
ARLQ-PLA-001442,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,8090,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,1404,0,0
ARLQ-PLA-001406,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,6433,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,3361,0,0
ARLQ-PLA-001433,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,11893,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,1927,0,0
ARLQ-PLA-001324,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,218,0,0
ARLQ-PLA-001305,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,4010,0,0
ARLQ-PLA-001439,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,1770,0,0
ARLQ-PLA-001303,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,3311,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,1779,0,0
ARLQ-PLA-001329,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,393,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,5676,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,5034,0,0
ARLQ-PLA-001431,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,3783,0,0
ARLQ-PLA-001331,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,4,11180,1,4096,2215,0,0
ARLQ-PLA-001300,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,13178,0,0
ARLQ-PLA-001439,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,3231,0,0
ARLQ-PLA-001407,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,12994,0,0
ARLQ-PLA-001407,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,8574,0,0
ARLQ-PLA-001324,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,22360,1,16384,13781,0,0
ARLQ-PLA-001441,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,15966,0,0
ARLQ-PLA-001432,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,3568,0,0
ARLQ-PLA-001486,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,2400,0,0
ARLQ-PLA-001478,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,7047,0,0
ARLQ-PLA-001483,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,165,0,0
ARLQ-PLA-001484,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,4096,8,5590,0,16384,13044,0,0
ARLQ-PLA-001484,hyp-141.x.omega.nebula,ECOM-01,poweredOff,16384,4096,8,5590,0,16384,1563,0,0
ARLQ-PLA-001438,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,186,0,0
ARLQ-PLA-001477,hyp-141.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,2993,0,0
ARLQ-PLA-001478,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,16384,5904,0,0
ARLQ-PLA-001436,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,1022,0,0
ARLQ-PLA-001466,hyp-140.x.omega.nebula,ECOM-01,poweredOn,16384,16384,8,17600,1,8192,3069,0,0
